iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,Features_count,balanced,accuracy,precision,recall,F1,AUC
3,target_population,3,142,77,81,77,K-Fold,5.0,LogReg,desc,209,True,0.4366666666666666,0.4964631890492046,0.4366666666666666,0.4327873790428856,0.5906501259377509
3,target_population,3,142,77,81,77,LOOCV,,LogReg,desc,209,True,0.47,0.5287949094073686,0.47,0.4707997881355931,0.5917600786703793
3,target_population,3,142,77,81,77,K-Fold,5.0,DecisionTree,desc,209,True,0.3733333333333333,0.4376113530778165,0.3733333333333333,0.3379540882776506,0.5130405333543452
3,target_population,3,142,77,81,77,LOOCV,,DecisionTree,desc,209,True,0.39,0.461480441922962,0.39,0.3642173404133836,0.4777652704004857
3,target_population,3,142,77,81,77,K-Fold,5.0,RandomForest,desc,209,True,0.4133333333333333,0.4638058476748624,0.4133333333333333,0.3898416773884967,0.5859263297636355
3,target_population,3,142,77,81,77,LOOCV,,RandomForest,desc,209,True,0.4566666666666666,0.5279780361757106,0.4566666666666666,0.4496183846934135,0.5762825524225121
3,target_population,3,142,77,81,77,K-Fold,5.0,SVM,desc,209,True,0.43,0.4572510847915776,0.43,0.4258348143402852,0.586831115156256
3,target_population,3,142,77,81,77,LOOCV,,SVM,desc,209,True,0.48,0.5400686753568131,0.48,0.4788165626357546,
3,target_population,3,142,77,81,77,K-Fold,5.0,AdaBoost,desc,209,True,0.3566666666666667,0.3648103448275863,0.3566666666666667,0.3560719855141949,0.5100099953613022
3,target_population,3,142,77,81,77,LOOCV,,AdaBoost,desc,209,True,0.0366666666666666,0.0929945722970039,0.0366666666666666,0.0458406202475054,0.1355392142759575
3,target_population,3,142,77,81,77,K-Fold,5.0,XGBoost,desc,209,True,0.3466666666666667,0.432425601039636,0.3466666666666667,0.2934393799613674,0.5319593178254469
3,target_population,3,142,77,81,77,LOOCV,,XGBoost,desc,209,True,0.3533333333333333,0.4504031531531531,0.3533333333333333,0.311502349841477,0.352120392049018
3,target_population,3,142,77,81,77,K-Fold,5.0,LogReg,username,300,True,0.4733333333333333,0.2240444444444444,0.4733333333333333,0.3041327300150829,0.4916854646676635
3,target_population,3,142,77,81,77,LOOCV,,LogReg,username,300,True,0.4733333333333333,0.2240444444444444,0.4733333333333333,0.3041327300150829,0.0
3,target_population,3,142,77,81,77,K-Fold,5.0,DecisionTree,username,300,True,0.4733333333333333,0.2240444444444444,0.4733333333333333,0.3041327300150829,0.5
3,target_population,3,142,77,81,77,LOOCV,,DecisionTree,username,300,True,0.4733333333333333,0.2240444444444444,0.4733333333333333,0.3041327300150829,0.5
3,target_population,3,142,77,81,77,K-Fold,5.0,RandomForest,username,300,True,0.4733333333333333,0.2240444444444444,0.4733333333333333,0.3041327300150829,0.5008419638254147
3,target_population,3,142,77,81,77,LOOCV,,RandomForest,username,300,True,0.4733333333333333,0.2240444444444444,0.4733333333333333,0.3041327300150829,0.5190011677958427
3,target_population,3,142,77,81,77,K-Fold,5.0,SVM,username,300,True,0.4733333333333333,0.2240444444444444,0.4733333333333333,0.3041327300150829,0.4916854646676635
3,target_population,3,142,77,81,77,LOOCV,,SVM,username,300,True,0.4733333333333333,0.2240444444444444,0.4733333333333333,0.3041327300150829,
3,target_population,3,142,77,81,77,K-Fold,5.0,AdaBoost,username,300,True,0.43,0.2948611111111111,0.43,0.3413114997586424,0.4916854646676635
3,target_population,3,142,77,81,77,LOOCV,,AdaBoost,username,300,True,0.0,0.0,0.0,0.0,0.0
3,target_population,3,142,77,81,77,K-Fold,5.0,XGBoost,username,300,True,0.3066666666666666,0.2928888888888889,0.3066666666666666,0.2388846735140803,0.4978373162286427
3,target_population,3,142,77,81,77,LOOCV,,XGBoost,username,300,True,0.4733333333333333,0.2240444444444444,0.4733333333333333,0.3041327300150829,0.5
3,target_population,3,142,77,81,77,K-Fold,5.0,LogReg,fullname,300,True,0.5,0.4780604128718882,0.5,0.4273662173865604,0.5610612870127087
3,target_population,3,142,77,81,77,LOOCV,,LogReg,fullname,300,True,0.4966666666666666,0.4754607578523988,0.4966666666666666,0.4188556163189165,0.3490221129981254
3,target_population,3,142,77,81,77,K-Fold,5.0,DecisionTree,fullname,300,True,0.33,0.5279780810587262,0.33,0.2555821912717335,0.5711684848651359
3,target_population,3,142,77,81,77,LOOCV,,DecisionTree,fullname,300,True,0.3266666666666666,0.5034309865678556,0.3266666666666666,0.2613042987126897,0.5802997305943849
3,target_population,3,142,77,81,77,K-Fold,5.0,RandomForest,fullname,300,True,0.3466666666666667,0.5689770580296897,0.3466666666666667,0.3003616255144032,0.5625359918108711
3,target_population,3,142,77,81,77,LOOCV,,RandomForest,fullname,300,True,0.34,0.5088332624795829,0.34,0.297270916260883,0.5062954727812808
3,target_population,3,142,77,81,77,K-Fold,5.0,SVM,fullname,300,True,0.5,0.4765130984643179,0.5,0.4237434098304457,0.5336224588139535
3,target_population,3,142,77,81,77,LOOCV,,SVM,fullname,300,True,0.5,0.476954830515202,0.5,0.4224107258929881,
3,target_population,3,142,77,81,77,K-Fold,5.0,AdaBoost,fullname,300,True,0.4,0.3818506493506494,0.4,0.3869136622390891,0.5234187978195615
3,target_population,3,142,77,81,77,LOOCV,,AdaBoost,fullname,300,True,0.4833333333333333,0.4197839506172839,0.4833333333333333,0.4126846986374615,0.3289660356430662
3,target_population,3,142,77,81,77,K-Fold,5.0,XGBoost,fullname,300,True,0.4066666666666667,0.4174105763517528,0.4066666666666667,0.3962277282355245,0.5309510503337158
3,target_population,3,142,77,81,77,LOOCV,,XGBoost,fullname,300,True,0.48,0.3511518675911429,0.48,0.373187409631854,0.3010477335740721
3,target_population,3,142,77,81,77,K-Fold,5.0,LogReg,desc_user,210,True,0.4466666666666666,0.5061663382563091,0.4466666666666666,0.4428311082856537,0.5967312948118382
3,target_population,3,142,77,81,77,LOOCV,,LogReg,desc_user,210,True,0.4733333333333333,0.5322237160003118,0.4733333333333333,0.4746306903688297,0.5954773940592355
3,target_population,3,142,77,81,77,K-Fold,5.0,DecisionTree,desc_user,210,True,0.3666666666666666,0.449423439084456,0.3666666666666666,0.3357605628145317,0.5261389929766366
3,target_population,3,142,77,81,77,LOOCV,,DecisionTree,desc_user,210,True,0.37,0.4497462296939354,0.37,0.3400278780202171,0.4445854320438547
3,target_population,3,142,77,81,77,K-Fold,5.0,RandomForest,desc_user,210,True,0.39,0.4332353319195424,0.39,0.365821697011731,0.5816821366244674
3,target_population,3,142,77,81,77,LOOCV,,RandomForest,desc_user,210,True,0.4566666666666666,0.5185807113543092,0.4566666666666666,0.4451127565639153,0.5732729982947666
3,target_population,3,142,77,81,77,K-Fold,5.0,SVM,desc_user,210,True,0.4366666666666666,0.4626724581724582,0.4366666666666666,0.4328671394911804,0.5953473709884314
3,target_population,3,142,77,81,77,LOOCV,,SVM,desc_user,210,True,0.48,0.5400686753568131,0.48,0.4788165626357546,
3,target_population,3,142,77,81,77,K-Fold,5.0,AdaBoost,desc_user,210,True,0.3533333333333333,0.3311782520626451,0.3533333333333333,0.316287395576019,0.5012232774849326
3,target_population,3,142,77,81,77,LOOCV,,AdaBoost,desc_user,210,True,0.0433333333333333,0.096161854338373,0.0433333333333333,0.0498550547676312,0.1002054535327152
3,target_population,3,142,77,81,77,K-Fold,5.0,XGBoost,desc_user,210,True,0.3533333333333333,0.4466415544063504,0.3533333333333333,0.3031077964588603,0.5286554899882664
3,target_population,3,142,77,81,77,LOOCV,,XGBoost,desc_user,210,True,0.3533333333333333,0.4479700085844486,0.3533333333333333,0.3112538429894689,0.3552825074092592
3,target_population,3,142,77,81,77,K-Fold,5.0,LogReg,desc_fullname,254,True,0.44,0.471185752672173,0.44,0.4469503641036624,0.6375763028636809
3,target_population,3,142,77,81,77,LOOCV,,LogReg,desc_fullname,254,True,0.52,0.5590454531552433,0.52,0.5276069838995139,0.6543244573419078
3,target_population,3,142,77,81,77,K-Fold,5.0,DecisionTree,desc_fullname,254,True,0.3833333333333333,0.4721262523922098,0.3833333333333333,0.3713849480997908,0.5361846233259022
3,target_population,3,142,77,81,77,LOOCV,,DecisionTree,desc_fullname,254,True,0.42,0.4946552868658131,0.42,0.4149382716049383,0.5327367915261731
3,target_population,3,142,77,81,77,K-Fold,5.0,RandomForest,desc_fullname,254,True,0.44,0.4927777777777778,0.44,0.4392698081764352,0.607272268146972
3,target_population,3,142,77,81,77,LOOCV,,RandomForest,desc_fullname,254,True,0.4633333333333333,0.5071064862631688,0.4633333333333333,0.4668325833889744,0.614995436468286
3,target_population,3,142,77,81,77,K-Fold,5.0,SVM,desc_fullname,254,True,0.4533333333333333,0.4802508959686565,0.4533333333333333,0.4568409185205301,0.6453534330899593
3,target_population,3,142,77,81,77,LOOCV,,SVM,desc_fullname,254,True,0.5233333333333333,0.5520663458754429,0.5233333333333333,0.5275016356390888,
3,target_population,3,142,77,81,77,K-Fold,5.0,AdaBoost,desc_fullname,254,True,0.42,0.3694519976147883,0.42,0.371970023096958,0.5054194051528856
