iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,Features_count,balanced,accuracy,precision,recall,F1,AUC
4,target_population,3,180,124,96,96,K-Fold,5.0,LogReg,desc,237,True,0.43,0.5356462514356525,0.43,0.4301674511119469,0.6229671345173706
4,target_population,3,180,124,96,96,LOOCV,,LogReg,desc,237,True,0.4325,0.5408916319001483,0.4325,0.4333974911192696,0.526706803446363
4,target_population,3,180,124,96,96,K-Fold,5.0,DecisionTree,desc,237,True,0.3325,0.480898492900893,0.3325,0.2929341079283884,0.5387562864052424
4,target_population,3,180,124,96,96,LOOCV,,DecisionTree,desc,237,True,0.34,0.4795538680588514,0.34,0.3110277223331115,0.4596371524166147
4,target_population,3,180,124,96,96,K-Fold,5.0,RandomForest,desc,237,True,0.37,0.4688070427308656,0.37,0.3591421584939436,0.5858278281239166
4,target_population,3,180,124,96,96,LOOCV,,RandomForest,desc,237,True,0.415,0.51145573614061,0.415,0.4123210295400043,0.5428720810796754
4,target_population,3,180,124,96,96,K-Fold,5.0,SVM,desc,237,True,0.4375,0.5419535379874363,0.4375,0.434651375599685,0.6221635689705984
4,target_population,3,180,124,96,96,LOOCV,,SVM,desc,237,True,0.445,0.5571154932637984,0.445,0.4451073860660031,
4,target_population,3,180,124,96,96,K-Fold,5.0,AdaBoost,desc,237,True,0.365,0.3844537218180782,0.365,0.3668625030767715,0.5279826359995841
4,target_population,3,180,124,96,96,LOOCV,,AdaBoost,desc,237,True,0.065,0.241182412358883,0.065,0.0891825918026901,0.1259778123049719
4,target_population,3,180,124,96,96,K-Fold,5.0,XGBoost,desc,237,True,0.3325,0.416072261072261,0.3325,0.3063248916910288,0.5229404362561542
4,target_population,3,180,124,96,96,LOOCV,,XGBoost,desc,237,True,0.325,0.4687066365007541,0.325,0.2864561229994605,0.3292049636814368
4,target_population,3,180,124,96,96,K-Fold,5.0,LogReg,username,300,True,0.45,0.2025,0.45,0.2793103448275862,0.4992753623188405
4,target_population,3,180,124,96,96,LOOCV,,LogReg,username,300,True,0.45,0.2025,0.45,0.2793103448275862,0.0
4,target_population,3,180,124,96,96,K-Fold,5.0,DecisionTree,username,300,True,0.365,0.2980833333333333,0.365,0.3166321913380737,0.4992753623188405
4,target_population,3,180,124,96,96,LOOCV,,DecisionTree,username,300,True,0.31,0.0960999999999999,0.31,0.1467175572519084,0.5903163138825325
4,target_population,3,180,124,96,96,K-Fold,5.0,RandomForest,username,300,True,0.365,0.2980833333333333,0.365,0.3166321913380737,0.4985507246376812
4,target_population,3,180,124,96,96,LOOCV,,RandomForest,username,300,True,0.305,0.0950251256281407,0.305,0.1449042145593869,0.4532453128250469
4,target_population,3,180,124,96,96,K-Fold,5.0,SVM,username,300,True,0.45,0.2025,0.45,0.2793103448275862,0.4972349351639969
4,target_population,3,180,124,96,96,LOOCV,,SVM,username,300,True,0.45,0.2025,0.45,0.2793103448275862,
4,target_population,3,180,124,96,96,K-Fold,5.0,AdaBoost,username,300,True,0.31,0.0960999999999999,0.31,0.1467175572519084,0.4972349351639969
4,target_population,3,180,124,96,96,LOOCV,,AdaBoost,username,300,True,0.45,0.2025,0.45,0.2793103448275862,0.2097297430830039
4,target_population,3,180,124,96,96,K-Fold,5.0,XGBoost,username,300,True,0.31,0.0960999999999999,0.31,0.1467175572519084,0.4986842105263157
4,target_population,3,180,124,96,96,LOOCV,,XGBoost,username,300,True,0.76,0.6247272727272727,0.76,0.6734883720930234,0.7739473684210526
4,target_population,3,180,124,96,96,K-Fold,5.0,LogReg,fullname,300,True,0.44,0.4177401960784314,0.44,0.4015758388743594,0.584308656863255
4,target_population,3,180,124,96,96,LOOCV,,LogReg,fullname,300,True,0.4875,0.4834921245421245,0.4875,0.426946595207323,0.396709507835795
4,target_population,3,180,124,96,96,K-Fold,5.0,DecisionTree,fullname,300,True,0.375,0.5087939393939395,0.375,0.3125571048895038,0.5722881897493239
4,target_population,3,180,124,96,96,LOOCV,,DecisionTree,fullname,300,True,0.39,0.5428538377789875,0.39,0.3236224782452393,0.5530392233981694
4,target_population,3,180,124,96,96,K-Fold,5.0,RandomForest,fullname,300,True,0.3875,0.5137777777777778,0.3875,0.3415056491841307,0.5736100066742944
4,target_population,3,180,124,96,96,LOOCV,,RandomForest,fullname,300,True,0.3975,0.539723698814183,0.3975,0.3434911618707453,0.5347253787878787
4,target_population,3,180,124,96,96,K-Fold,5.0,SVM,fullname,300,True,0.445,0.4280471785383903,0.445,0.4039033363224575,0.5860370975920532
4,target_population,3,180,124,96,96,LOOCV,,SVM,fullname,300,True,0.485,0.4775870987372584,0.485,0.4227755854692974,
4,target_population,3,180,124,96,96,K-Fold,5.0,AdaBoost,fullname,300,True,0.325,0.3975181818181818,0.325,0.3213785818611768,0.5428438843526802
4,target_population,3,180,124,96,96,LOOCV,,AdaBoost,fullname,300,True,0.0925,0.2091769866105781,0.0925,0.0875589931199835,0.4105712567609735
4,target_population,3,180,124,96,96,K-Fold,5.0,XGBoost,fullname,300,True,0.4375,0.3977894736842106,0.4375,0.3832691829074415,0.5588856777876013
4,target_population,3,180,124,96,96,LOOCV,,XGBoost,fullname,300,True,0.485,0.5333527696793002,0.485,0.398616219488245,0.3321667251750918
4,target_population,3,180,124,96,96,K-Fold,5.0,LogReg,desc_user,238,True,0.425,0.5334156562190193,0.425,0.4247974597694062,0.6228544797950905
4,target_population,3,180,124,96,96,LOOCV,,LogReg,desc_user,238,True,0.4325,0.5408916319001483,0.4325,0.4333974911192696,0.5305226969350254
4,target_population,3,180,124,96,96,K-Fold,5.0,DecisionTree,desc_user,238,True,0.3225,0.4722250197172845,0.3225,0.2811580838544358,0.5331264226215242
4,target_population,3,180,124,96,96,LOOCV,,DecisionTree,desc_user,238,True,0.3525,0.5233141275329927,0.3525,0.3261535374058067,0.4870141525379654
4,target_population,3,180,124,96,96,K-Fold,5.0,RandomForest,desc_user,238,True,0.385,0.4886435949565582,0.385,0.3759935619765125,0.5885754596161847
4,target_population,3,180,124,96,96,LOOCV,,RandomForest,desc_user,238,True,0.4225,0.5336319902262712,0.4225,0.4233384032646542,0.5422260505512795
4,target_population,3,180,124,96,96,K-Fold,5.0,SVM,desc_user,238,True,0.435,0.4911593406593407,0.435,0.4343404482354224,0.621854408284793
4,target_population,3,180,124,96,96,LOOCV,,SVM,desc_user,238,True,0.445,0.5571154932637984,0.445,0.4451073860660031,
4,target_population,3,180,124,96,96,K-Fold,5.0,AdaBoost,desc_user,238,True,0.395,0.3770474275180157,0.395,0.378269754912504,0.5294396723961583
