iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,Features_count,balanced,accuracy,precision,recall,F1,AUC
2,target_population,3,100,43,57,43,K-Fold,5.0,LogReg,desc,149,True,0.46,0.5153062511259232,0.46,0.4576126771778945,0.5862001926417533
2,target_population,3,100,43,57,43,K-Fold,5.0,LogReg,desc,149,False,0.49,0.3536363636363636,0.49,0.3599183006535948,0.5839273005656764
2,target_population,3,100,43,57,43,LOOCV,,LogReg,desc,149,True,0.44,0.4867508274909433,0.44,0.4357973455994374,0.543956939557258
2,target_population,3,100,43,57,43,LOOCV,,LogReg,desc,149,False,0.49,0.4525,0.49,0.3677738589912502,0.5290928043294285
2,target_population,3,100,43,57,43,K-Fold,5.0,DecisionTree,desc,149,True,0.395,0.4987062404870624,0.395,0.3560481162504573,0.5517013395839829
2,target_population,3,100,43,57,43,K-Fold,5.0,DecisionTree,desc,149,False,0.405,0.4710317460317461,0.405,0.3630145439500614,0.5345419758585364
2,target_population,3,100,43,57,43,LOOCV,,DecisionTree,desc,149,True,0.455,0.5383718133718134,0.455,0.4302848029163819,0.5320983508529686
2,target_population,3,100,43,57,43,LOOCV,,DecisionTree,desc,149,False,0.425,0.4917395654659804,0.425,0.3980213464696223,0.3953099962139771
2,target_population,3,100,43,57,43,K-Fold,5.0,RandomForest,desc,149,True,0.455,0.5218244444444444,0.455,0.4354484129215255,0.6230497450002227
2,target_population,3,100,43,57,43,K-Fold,5.0,RandomForest,desc,149,False,0.475,0.5094734513274336,0.475,0.4536400773621398,0.6092395873235045
2,target_population,3,100,43,57,43,LOOCV,,RandomForest,desc,149,True,0.48,0.5320753202920512,0.48,0.4608632520860782,0.5755736849138124
2,target_population,3,100,43,57,43,LOOCV,,RandomForest,desc,149,False,0.495,0.5292144113291374,0.495,0.4762515220646895,0.5521318738586255
2,target_population,3,100,43,57,43,K-Fold,5.0,SVM,desc,149,True,0.445,0.4983488834617802,0.445,0.4263614782424393,0.5581122811901474
2,target_population,3,100,43,57,43,K-Fold,5.0,SVM,desc,149,False,0.49,0.3626772486772486,0.49,0.3592893663172029,0.5219200046768518
2,target_population,3,100,43,57,43,LOOCV,,SVM,desc,149,True,0.43,0.4863717483363581,0.43,0.4201132342533616,0.5110595719567058
2,target_population,3,100,43,57,43,LOOCV,,SVM,desc,149,False,0.5,0.4854894179894179,0.5,0.3728207332844011,0.4812329673511202
2,target_population,3,100,43,57,43,K-Fold,5.0,AdaBoost,desc,149,True,0.415,0.4042596442596443,0.415,0.3878139891381703,0.4789451550042314
2,target_population,3,100,43,57,43,K-Fold,5.0,AdaBoost,desc,149,False,0.495,0.2487437185929648,0.495,0.3311036789297659,0.5048260400427598
2,target_population,3,100,43,57,43,LOOCV,,AdaBoost,desc,149,True,0.06,0.1216948707857798,0.06,0.0701161222889992,0.6540442786512851
2,target_population,3,100,43,57,43,LOOCV,,AdaBoost,desc,149,False,0.5,0.25,0.5,0.3333333333333332,0.1728515589506035
2,target_population,3,100,43,57,43,K-Fold,5.0,XGBoost,desc,149,True,0.37,0.5265406162464985,0.37,0.3014460168308238,0.508079824952118
2,target_population,3,100,43,57,43,K-Fold,5.0,XGBoost,desc,149,False,0.43,0.2362637362637362,0.43,0.3049645390070922,0.4931254710257894
2,target_population,3,100,43,57,43,LOOCV,,XGBoost,desc,149,True,0.37,0.4635116101223582,0.37,0.3089625492398044,0.3188860251213754
2,target_population,3,100,43,57,43,LOOCV,,XGBoost,desc,149,False,0.44,0.2598769462581617,0.44,0.3175715038882299,0.3120386062981604
2,target_population,3,100,43,57,43,K-Fold,5.0,LogReg,username,200,True,0.5,0.25,0.5,0.3333333333333332,0.4919825397532403
2,target_population,3,100,43,57,43,K-Fold,5.0,LogReg,username,200,False,0.5,0.25,0.5,0.3333333333333332,0.4919825397532403
2,target_population,3,100,43,57,43,LOOCV,,LogReg,username,200,True,0.5,0.25,0.5,0.3333333333333332,0.0
2,target_population,3,100,43,57,43,LOOCV,,LogReg,username,200,False,0.5,0.25,0.5,0.3333333333333332,0.0
